Country Name,Country Code,year,gdp_per_capita,co2_per_capita
Cameroon,CMR,1990,1086.71700937081,17.7840346676575
"Congo, Dem. Rep.",COD,1990,254.872656292509,12.6326829203193
Colombia,COL,1990,1474.8455285342,190.723779231221
Comoros,COM,1990,903.20430581841,18.6032390204759
Costa Rica,CRI,1990,1829.6687089559,108.324905142424
Caribbean small states,CSS,1990,3713.69534828331,472.666172915894
Cuba,CUB,1990,2694.31697957692,360.588696736007
Cyprus,CYP,1990,9641.5751953125,701.066498943118
Germany,DEU,1990,22385.6778250275,351.854975587683
Djibouti,DJI,1990,780.497719360725,68.5012960286821
Dominica,DMA,1990,2892.9815966454,93.3255136195859
Denmark,DNK,1990,26885.6994188191,1120.11409371361
Dominican Republic,DOM,1990,989.163941207659,144.493729896241
Algeria,DZA,1990,2445.18332740258,338.71052344302
Early-demographic dividend,EAR,1990,936.989879630286,86.3675400678197
Ecuador,ECU,1990,1455.00748510871,184.49561851286
Euro area,EMU,1990,18683.5116155586,482.012062744672
Spain,ESP,1990,13795.0159385128,645.202357397235
Ethiopia,ETH,1990,262.108971053707,6.80411055632677
European Union,EUU,1990,15470.4116881227,807.325037880665
Fragile and conflict affected situations,FCS,1990,1121.80132830689,73.7417004339364
Finland,FIN,1990,28366.204276071,1191.9965394471
Fiji,FJI,1990,1728.94076871199,124.274308493517
France,FRA,1990,21586.4674617483,737.242929853475
Gabon,GAB,1990,6050.71468999523,588.200324464211
United Kingdom,GBR,1990,19095.4669984608,1128.86623635637
Georgia,GEO,1990,1610.98027146868,151.496246832345
Ghana,GHA,1990,382.54246368354,27.9365113221059
Guinea,GIN,1990,604.304422702532,19.173937390987
"Gambia, The",GMB,1990,300.639895740381,22.7993099912321
Guinea-Bissau,GNB,1990,651.337640650994,25.80783981549
Equatorial Guinea,GNQ,1990,236.402188376265,27.8798194984395
Greece,GRC,1990,9466.66238502174,827.151497927883
Grenada,GRD,1990,2782.18396873619,131.633065573327
Greenland,GRL,1990,18326.9295023252,885.026081156222
Guatemala,GTM,1990,847.688561830359,61.6582918126072
Guyana,GUY,1990,528.851095342994,176.056986704833
High income,HIC,1990,16573.1448542517,1324.69665862335
"Hong Kong SAR, China",HKG,1990,13485.6314525052,453.630207215078
Honduras,HND,1990,749.818113552631,59.2903758681626
Heavily indebted poor countries (HIPC),HPC,1990,457.468692315205,19.1367255313386
Croatia,HRV,1990,5369.10978590681,127.319734915792
Haiti,HTI,1990,451.720249689216,16.2453974149548
Hungary,HUN,1990,3323.53967237633,728.165373008795
IBRD only,IBD,1990,1055.09810400631,168.86511394145
IDA & IBRD total,IBT,1990,929.094250911922,141.510666328778
IDA total,IDA,1990,432.610564539922,30.3003953665078
IDA blend,IDB,1990,529.418516423727,57.9744246520314
Indonesia,IDN,1990,578.420121135382,97.4500387227847
IDA only,IDX,1990,384.071674996326,15.7241037912419
India,IND,1990,371.085936203765,84.4792611551043
Ireland,IRL,1990,14031.3025675469,1013.92980946141
Iraq,IRQ,1990,10261.4157706888,341.583989204417
Iceland,ISL,1990,26272.2452156659,895.004157561822
Israel,ISR,1990,13308.311060238,861.629876235807
Italy,ITA,1990,20873.7834092719,837.058186489695
Jamaica,JAM,1990,1929.59891905857,368.40204226608
Jordan,JOR,1990,1148.59005469899,347.223481481558
Japan,JPN,1990,25801.3950393094,1018.61781726176
Kazakhstan,KAZ,1990,1570.00883112591,381.990289900276
Kenya,KEN,1990,374.458992895562,28.866908595708
Kyrgyz Republic,KGZ,1990,605.798144966488,115.546756432449
Cambodia,KHM,1990,190.181470036159,11.4229699091336
Kiribati,KIR,1990,488.067527876014,34.588113989252
St. Kitts and Nevis,KNA,1990,5373.44824048425,250.608779899535
Kuwait,KWT,1990,10937.5415268808,2384.12170381037
Lao PDR,LAO,1990,200.7349054896,8.0104475817485
Lebanon,LBN,1990,789.526338484738,326.000547149246
Liberia,LBR,1990,172.867610123278,25.3950494005323
Libya,LBY,1990,6502.27886565421,955.184774373006
St. Lucia,LCA,1990,4204.57161863111,137.965277106671
Least developed countries: UN classification,LDC,1990,370.750124436065,15.8556243748533
Low income,LIC,1990,489.354554846981,55.2292205871076
Liechtenstein,LIE,1990,49457.5609343203,131.734589838003
Sri Lanka,LKA,1990,491.213686238493,25.7302224021986
Lower middle income,LMC,1990,432.474545821421,148.509750442006
Low & middle income,LMY,1990,805.876785600705,241.505500551422
Lesotho,LSO,1990,329.563785157203,41.4831352058586
Late-demographic dividend,LTE,1990,1068.50986715113,221.977080020655
Luxembourg,LUX,1990,33465.478207919,3066.35946144685
"Macao SAR, China",MAC,1990,9692.43538809962,278.006470829022
Morocco,MAR,1990,1229.07104492188,108.028099415068
Moldova,MDA,1990,1206.50208704977,228.153041081931
Madagascar,MDG,1990,326.099253221978,9.41576551916668
Maldives,MDV,1990,956.763019768672,82.7193462384191
Mexico,MEX,1990,3154.46920349038,431.73088037885
Marshall Islands,MHL,1990,1758.40820990836,79.7945032323265
Middle income,MIC,1990,828.178421407122,274.110455309097
North Macedonia,MKD,1990,2277.30372314314,154.25099387055
Mali,MLI,1990,353.903252431339,5.52066603524084
Malta,MLT,1990,7192.38994693962,700.299705881646
Myanmar,MMR,1990,53.1225401094506,11.9280676095865
Mongolia,MNG,1990,1220.17127664137,555.26511150419
Mauritania,MRT,1990,772.033092140219,98.3305135004233
Mauritius,MUS,1990,2539.92846467452,150.536172403629
Malawi,MWI,1990,286.730598968269,8.11816501427863
Malaysia,MYS,1990,2468.69080320116,357.790532049624
North America,NAC,1990,23653.5020058697,1783.76071619302
Namibia,NAM,1990,2037.47589359778,1.67849214570063
New Caledonia,NCL,1990,14334.6807372176,898.952445950941
Niger,NER,1990,423.887460599302,11.4084144650204
Nigeria,NGA,1990,556.376449130902,61.5972003408962
Nicaragua,NIC,1990,242.508390600822,69.0469468693184
Netherlands,NLD,1990,21322.1944802703,1200.65328783758
Norway,NOR,1990,28242.981402822,874.304169277421
Nepal,NPL,1990,185.794600449903,4.24342273432483
Nauru,NRU,1990,5775.55347423089,852.771204126433
New Zealand,NZL,1990,13663.0216184298,800.337720633533
OECD members,OED,1990,17019.8138229679,987.160076825875
Oman,OMN,1990,7545.70305230441,722.60453222015
Other small states,OSS,1990,3570.55788974992,302.133265097202
Pakistan,PAK,1990,344.45547384189,70.6173519258023
Panama,PAN,1990,2620.13827266274,134.214181662328
Peru,PER,1990,1199.66666756615,111.257117867212
Philippines,PHL,1990,803.572588255813,78.7237420385054
Palau,PLW,1990,6402.929615309,1199.12811458252
Papua New Guinea,PNG,1990,826.317152082832,59.8938244799302
Poland,POL,1990,1731.2095094382,1088.14856935805
Pre-demographic dividend,PRE,1990,939.805533338588,23.4635145159724
Portugal,PRT,1990,7884.61798756332,488.08267601633
Paraguay,PRY,1990,1440.15829610029,59.8623135206217
Pacific island small states,PSS,1990,1343.27719993773,86.4666487304391
Post-demographic dividend,PST,1990,19133.9838313942,735.494993236962
French Polynesia,PYF,1990,16293.1823294474,257.394593195809
Qatar,QAT,1990,16721.6207714589,2948.66080381994
Romania,ROU,1990,1648.48522974542,6.84694870039374
Romania,ROU,1990,1648.48522974542,810.48728118785
Rwanda,RWA,1990,345.773495134655,9.07089969237541
South Asia,SAS,1990,359.953973128088,74.2084735360346
Saudi Arabia,SAU,1990,11054.7495049666,1395.95270949656
Sudan,SDN,1990,1257.1875,24.1217665397366
Senegal,SEN,1990,957.314337438177,46.1037401251784
Singapore,SGP,1990,11861.7561591366,1615.51147783267
Solomon Islands,SLB,1990,648.325212624098,56.5453418054305
Sierra Leone,SLE,1990,154.794072467618,11.2905011222569
El Salvador,SLV,1990,892.18271519703,55.1000613277512
Small states,SST,1990,3333.50757381486,335.587869138106
Sao Tome and Principe,STP,1990,970.059625606155,52.5222172716309
Suriname,SUR,1990,941.591736102188,505.572483417283
Slovak Republic,SVK,1990,2437.17517010845,275.077396665142
Slovenia,SVN,1990,9925.14071044684,209.998508002618
Sweden,SWE,1990,30549.3185706762,693.163503540742
Seychelles,SYC,1990,5642.072897243,219.198102843922
Syrian Arab Republic,SYR,1990,978.489616979607,333.954298437669
Chad,TCD,1990,290.599045262191,3.96084095399062
Togo,TGO,1990,575.094511928654,24.347108818279
Thailand,THA,1990,1559.11209344755,189.762465609216
Tajikistan,TJK,1990,487.03612866309,65.7050619053154
Turkmenistan,TKM,1990,848.155047388424,281.212031261608
Timor-Leste,TLS,1990,168.621010199317,0.0
Tonga,TON,1990,1139.0553819198,92.8704775434798
South Asia (IDA & IBRD),TSA,1990,359.953973128088,38.4284651165244
Trinidad and Tobago,TTO,1990,4047.25093594674,1538.78294799894
Tunisia,TUN,1990,1476.43160477311,188.430954818347
Tuvalu,TUV,1990,1084.66707221699,44.4522026878168
Tanzania,TZA,1990,243.611557006836,10.0832143156962
Uganda,UGA,1990,244.987168126806,5.21361923621571
Ukraine,UKR,1990,1563.63415527344,331.330568148914
Upper middle income,UMC,1990,1151.7887372852,434.577832953359
Uruguay,URY,1990,2995.36105663465,146.464403988431
United States,USA,1990,23888.6000088133,2223.83144443478
Uzbekistan,UZB,1990,652.9376529256,146.482160039445
St. Vincent and the Grenadines,VCT,1990,2149.73944358984,85.1777473878224
Vanuatu,VUT,1990,1140.59020311724,52.6803369682017
World,WLD,1990,4325.66214326506,464.335561526645
Samoa,WSM,1990,743.994213008355,80.318193215491
South Africa,ZAF,1990,3093.48920352334,970.805622672584
Zambia,ZMB,1990,422.336298804219,36.0613515821808
Zimbabwe,ZWE,1990,866.928868406131,176.888259566752
Aruba,ABW,1991,13233.9905169683,2075.05261457494
Africa Eastern and Southern,AFE,1991,864.174086040692,18.0840803287838
Africa Western and Central,AFW,1991,607.84041379997,9.64901691129107
Angola,AGO,1991,881.919488130062,50.0475527493008
Albania,ALB,1991,336.586994504629,145.132360036194
Andorra,AND,1991,19533.2620668023,375.726991375163
United Arab Emirates,ARE,1991,25690.9686321448,3479.70392635428
Argentina,ARG,1991,5709.24784079504,399.478752934801
Armenia,ARM,1991,572.740260900977,117.040628766635
Antigua and Barbuda,ATG,1991,7956.47430919648,487.789387501003
Australia,AUS,1991,18885.4274465057,1776.88930540392
Austria,AUT,1991,22323.1312492943,926.909121392382
Azerbaijan,AZE,1991,734.944232805688,188.615913327839
Burundi,BDI,1991,204.668258398817,5.5215009021741
Belgium,BEL,1991,21041.6606519648,1285.87954209411
Benin,BEN,1991,364.689296016645,16.0493132332159
Burkina Faso,BFA,1991,333.70605512636,8.28684430764123
Bangladesh,BGD,1991,272.064948495878,15.7899504728231
Bulgaria,BGR,1991,883.736578319325,777.83233209067
Bahrain,BHR,1991,10434.1323962786,2573.32139036221
"Bahamas, The",BHS,1991,11082.3528573617,799.296710978882
Bosnia and Herzegovina,BIH,1991,1373.37104472973,101.859931912929
Belarus,BLR,1991,1805.45592531527,240.986755810148
Belize,BLZ,1991,3190.13098802395,225.11769888203
Bermuda,BMU,1991,28195.7091611479,779.807438863122
Bolivia,BOL,1991,733.935487602519,104.760302276771
Brazil,BRA,1991,2258.10454027063,163.740628253088
Barbados,BRB,1991,7790.26229439159,514.710706483033
Bhutan,BTN,1991,400.634705187075,38.386584942016
Botswana,BWA,1991,2938.59442659608,201.150195834145
Central African Republic,CAF,1991,464.828283626364,7.5419621501892
Canada,CAN,1991,21846.7930471354,1748.74958236948
Central Europe and the Baltics,CEB,1991,2233.29251960509,626.940093624828
Switzerland,CHE,1991,39544.4946826768,726.643024077662
Chile,CHL,1991,2798.34262413795,270.907244889836
China,CHN,1991,334.130288119078,252.025596695659
Cote d'Ivoire,CIV,1991,827.241889166985,48.1625978154709
Cameroon,CMR,1991,1014.82897292999,16.941090599329
"Congo, Dem. Rep.",COD,1991,253.79642770809,9.72479791564168
"Congo, Dem. Rep.",COD,1991,253.79642770809,0.0816028793136199
Colombia,COL,1991,1485.73971889208,187.632274993368
Comoros,COM,1991,879.348889291867,18.4526878056324
Costa Rica,CRI,1991,2253.38191508071,119.231043204466
Caribbean small states,CSS,1991,3792.22074880024,494.46065593716
Cuba,CUB,1991,2268.83493247194,313.697429319753
Cyprus,CYP,1991,9696.099609375,720.877939720839
Germany,DEU,1991,23443.3350818536,1332.97538281627
Djibouti,DJI,1991,732.733101553782,66.543945109149
Dominica,DMA,1991,3171.36577815405,94.3294707099074
Denmark,DNK,1991,27002.8057705804,1367.59146124824
Dominican Republic,DOM,1991,1345.84673690623,153.174371072204
Algeria,DZA,1991,1759.11201648229,339.521657462544
Early-demographic dividend,EAR,1991,971.321737310106,88.8470807892718
Ecuador,ECU,1991,1587.36049996672,179.541363494274
Euro area,EMU,1991,19305.465017279,950.006272267287
Spain,ESP,1991,14801.3226152172,663.547631477569
Ethiopia,ETH,1991,277.565910365091,6.57283440858852
European Union,EUU,1991,15952.0353697466,800.241781355448
Fragile and conflict affected situations,FCS,1991,775.977706384562,71.8814268503201
Finland,FIN,1991,25488.8450525604,1236.13958039285
Fiji,FJI,1991,1774.99211138118,105.776523377528
France,FRA,1991,21500.7778366233,783.062376065382
Gabon,GAB,1991,5345.0965303052,413.534832933131
United Kingdom,GBR,1991,19900.7266505069,1157.95826985243
Georgia,GEO,1991,1307.82342713006,118.703031623581
Ghana,GHA,1991,418.254121349986,27.9752891801711
Guinea,GIN,1991,656.42373119518,18.8907788158027
"Gambia, The",GMB,1991,627.578919318827,22.8653866427042
Guinea-Bissau,GNB,1991,672.07387884966,25.7393862391156
Equatorial Guinea,GNQ,1991,225.319378519763,40.7905232607248
Greece,GRC,1991,10046.6663875475,802.182802458692
Grenada,GRD,1991,2983.91643158641,135.183948614457
Greenland,GRL,1991,18315.3165631906,875.734574288814
Guatemala,GTM,1991,1014.40279682682,60.5465941051541
Guyana,GUY,1991,466.039938988882,174.60613189172
High income,HIC,1991,17366.3731057,1316.83416589795
"Hong Kong SAR, China",HKG,1991,15465.9245305858,476.231380954887
Honduras,HND,1991,722.000657931123,60.13556260986
Heavily indebted poor countries (HIPC),HPC,1991,484.673677252224,18.1429150940554
Croatia,HRV,1991,4000.91677428625,93.020210892999
Haiti,HTI,1991,496.545987433864,16.0383791318933
Hungary,HUN,1991,3361.22268037924,718.737341541054
IBRD only,IBD,1991,1005.75150669877,167.792412464024
IDA & IBRD total,IBT,1991,893.234402848569,140.375161024726
IDA total,IDA,1991,455.285273456111,29.9322532319477
IDA blend,IDB,1991,549.405337140446,57.3952667589189
Indonesia,IDN,1991,624.387495384411,110.820561409355
IDA only,IDX,1991,408.151098620395,15.4473126279279
India,IND,1991,305.574055928592,89.1635002071021
Ireland,IRL,1991,14087.2074393708,1038.20725259938
Iraq,IRQ,1991,22.9521327615352,291.992934095984
Iceland,ISL,1991,27739.8886025504,813.18093259078
Israel,ISR,1991,14346.0810278646,825.527125272076
Italy,ITA,1991,22007.1350964074,847.650509892221
Jamaica,JAM,1991,1710.30058243722,373.601050505705
Jordan,JOR,1991,1109.65564611997,305.275180493484
Japan,JPN,1991,29428.4289039469,1023.45354111941
Kazakhstan,KAZ,1991,1442.42455540825,386.853651276346
Kenya,KEN,1991,344.722642127742,23.8314369416409
Kyrgyz Republic,KGZ,1991,569.548584035047,103.129383531395
Cambodia,KHM,1991,267.336306726982,11.3609541680626
Kiribati,KIR,1991,540.125861123481,34.037048544569
St. Kitts and Nevis,KNA,1991,5464.61025672087,263.242294345775
Kuwait,KWT,1991,8147.10807329839,767.965975581059
Lao PDR,LAO,1991,231.806227548139,8.42683019961207
Lebanon,LBN,1991,1278.42125745633,337.22997793257
Liberia,LBR,1991,177.867006590279,16.8155767492349
Libya,LBY,1991,7039.83391970596,1035.33481777491
St. Lucia,LCA,1991,4398.67906897723,141.570979617696
Least developed countries: UN classification,LDC,1991,392.075323047772,15.5605422677792
Low income,LIC,1991,535.636925361024,54.9005159442165
Liechtenstein,LIE,1991,50811.7464531317,135.664920825339
Sri Lanka,LKA,1991,546.292515570886,27.2358335402205
Lower middle income,LMC,1991,404.475701008687,151.266985876305
Low & middle income,LMY,1991,767.803999715513,241.885382385032
Lesotho,LSO,1991,382.291247739142,42.1840657547918
Late-demographic dividend,LTE,1991,1061.06334638846,219.247055867435
Luxembourg,LUX,1991,35747.3377992066,3208.95846686618
"Macao SAR, China",MAC,1991,10707.3786750774,286.183186151033
Morocco,MAR,1991,1292.23376464844,112.741588125244
Moldova,MDA,1991,1037.89950336245,188.613440107352
Madagascar,MDG,1991,262.024402380479,9.92309993816123
Maldives,MDV,1991,1054.33413828759,82.462578945508
Mexico,MEX,1991,3708.8420548157,438.891471248179
Marshall Islands,MHL,1991,1810.63465589888,83.8955836352574
Middle income,MIC,1991,785.342588322895,274.810624867761
North Macedonia,MKD,1991,2402.13517656378,128.544704812479
Mali,MLI,1991,381.993534670324,5.56496440743913
Malta,MLT,1991,7558.75921583164,670.883137125086
Myanmar,MMR,1991,51.2408970610106,11.4993221949061
Mongolia,MNG,1991,1098.68017445549,654.966568115745
Mozambique,MOZ,1991,288.708092484444,8.48488840552279
Mauritania,MRT,1991,1061.67704285264,98.531902955791
Mauritius,MUS,1991,2705.26648158805,155.892665858616
Malawi,MWI,1991,325.75273105931,8.56485858450208
Malaysia,MYS,1991,2679.20101106745,420.256448364844
North America,NAC,1991,24094.1306916521,1738.65925915748
Namibia,NAM,1991,2116.90552516214,59.0271932907282
New Caledonia,NCL,1991,14642.5179713722,971.127830450335
Niger,NER,1991,384.44311679922,10.8981483769801
Nigeria,NGA,1991,596.938795710722,63.0121665571939
Nicaragua,NIC,1991,349.514318640612,54.7282802062659
Netherlands,NLD,1991,21764.2144987258,1230.61853733513
Norway,NOR,1991,28596.9330036444,885.186114284856
Nepal,NPL,1991,195.716621410462,5.99744621714958
Nauru,NRU,1991,5333.37954889626,831.120640510583
New Zealand,NZL,1991,12230.0734548834,787.684188359967
OECD members,OED,1991,17848.8288080181,976.088260633862
Oman,OMN,1991,6977.3285922345,747.653689367046
Other small states,OSS,1991,3674.36136996381,303.92799871694
Pakistan,PAK,1991,380.019843346229,68.5561825402986
Panama,PAN,1991,2820.54547665418,150.295941695527
Peru,PER,1991,1527.38879472866,105.072823916927
Philippines,PHL,1991,804.323330530547,79.6639627774473
Palau,PLW,1991,6824.34353785065,1328.20951566981
Papua New Guinea,PNG,1991,941.707721616563,57.9455503441692
Poland,POL,1991,2235.54108862522,1070.41847076
Pre-demographic dividend,PRE,1991,518.875898396304,21.7297763974143
Portugal,PRT,1991,8958.9853330247,507.944042977673
Paraguay,PRY,1991,1685.26890082621,57.4795845761688
Pacific island small states,PSS,1991,1404.20977100088,80.7983293632477
Post-demographic dividend,PST,1991,20038.9599781189,720.958289476961
French Polynesia,PYF,1991,16414.8132696888,254.805035269678
Qatar,QAT,1991,15133.4969397069,4102.66559141917
Romania,ROU,1991,1254.3124421298,5.97930125682819
Romania,ROU,1991,1254.3124421298,687.121393232031
Rwanda,RWA,1991,253.966902025944,8.41061935355058
South Asia,SAS,1991,303.81805683771,76.3768586920954
Saudi Arabia,SAU,1991,11847.1699534218,1732.28413854769
Sudan,SDN,1991,1617.55676269531,22.1021428394614
Senegal,SEN,1991,913.399575796737,47.5973565860883
Singapore,SGP,1991,14502.3799938606,1604.19316795245
Solomon Islands,SLB,1991,665.833104132659,55.4396054533389
Sierra Leone,SLE,1991,183.686515027567,12.911535298051
El Salvador,SLV,1991,955.826897421092,68.4621518227404
Small states,SST,1991,3423.52643740564,342.142819452513
Sao Tome and Principe,STP,1991,855.105075821698,52.4192668199659
Suriname,SUR,1991,1079.72521342705,578.061617697243
Slovak Republic,SVK,1991,2726.59305498582,243.206763591289
Slovenia,SVN,1991,7229.31149788617,176.201451927823
Sweden,SWE,1991,31776.6680192213,701.150822705936
Seychelles,SYC,1991,5654.63975724251,257.059540771658
Syrian Arab Republic,SYR,1991,1000.07798684947,368.918089777251
Chad,TCD,1991,302.487268390603,2.78742756683101
Togo,TGO,1991,549.808011573,25.1468766082506
Thailand,THA,1991,1765.62267359529,212.179645607886
Tajikistan,TJK,1991,457.767825924805,60.3880549479948
Turkmenistan,TKM,1991,831.99873207474,237.576951528043
Timor-Leste,TLS,1991,189.794649212749,0.0
Tonga,TON,1991,1323.40098550339,110.727858345104
South Asia (IDA & IBRD),TSA,1991,303.81805683771,39.193513653866
Trinidad and Tobago,TTO,1991,4205.37778348016,1725.47354172242
Tunisia,TUN,1991,1537.87916511306,211.04161657062
Tuvalu,TUV,1991,1134.33175551477,44.2347433365785
Tanzania,TZA,1991,276.452453613281,10.0859014412871
Uganda,UGA,1991,182.955897348348,5.21616399672981
Ukraine,UKR,1991,1482.6396484375,314.559325097369
Upper middle income,UMC,1991,1099.45464846937,437.317878849284
Uruguay,URY,1991,3589.01541942634,165.727867668082
United States,USA,1991,24342.2589048189,2195.06858933813
Uzbekistan,UZB,1991,658.313550528068,142.8377707695
St. Vincent and the Grenadines,VCT,1991,2270.76357246912,83.696919789735
Vanuatu,VUT,1991,1326.37321256212,50.3886666087503
World,WLD,1991,4439.25408220989,462.785345952843
Samoa,WSM,1991,741.563963808482,81.1950918763655
South Africa,ZAF,1991,3243.23616023953,978.941094521135
Zambia,ZMB,1991,423.071256835592,35.1052608197054
Zimbabwe,ZWE,1991,830.961354818769,178.589527716997
Aruba,ABW,1992,13892.6051427736,1748.46441919558
Africa Eastern and Southern,AFE,1992,732.910915212266,17.3941953223506
Africa Western and Central,AFW,1992,567.153365168022,10.3845446206711
Angola,AGO,1992,668.706017459877,49.0849680829165
Albania,ALB,1992,200.852219772323,85.6908324724677
Andorra,AND,1992,20099.5352208543,362.016451469022
United Arab Emirates,ARE,1992,25648.2727760844,3310.22220435887
Argentina,ARG,1992,6789.99611136495,407.022921815187
Armenia,ARM,1992,356.350780006933,188.554843294356
Antigua and Barbuda,ATG,1992,8153.73786307269,485.606431490603
Australia,AUS,1992,18650.3675476612,1809.55119172685
Austria,AUT,1992,24782.7118767063,846.044825266627
Azerbaijan,AZE,1992,60.2351205405972,843.621072444879
Burundi,BDI,1992,184.868970456447,4.8953724528067
Belgium,BEL,1992,23372.619171015,1272.36892996608
Benin,BEN,1992,301.77329696287,17.0504816353622
Burkina Faso,BFA,1992,348.592443894547,8.14334702220567
Bangladesh,BGD,1992,273.465072520272,16.858238396772
Bulgaria,BGR,1992,1007.34454544881,724.956111688578
Bahrain,BHR,1992,10460.1583222808,2383.60522574853
"Bahamas, The",BHS,1992,10873.4047501635,803.547760707845
Bosnia and Herzegovina,BIH,1992,1118.17569934079,275.842348224374
Belarus,BLR,1992,1658.08641281239,1005.20646129492
Belize,BLZ,1992,3642.9480634402,218.633910446953
Bermuda,BMU,1992,28761.9634632835,646.54145146044
Bolivia,BOL,1992,759.57113496365,114.598258037269
Brazil,BRA,1992,2127.29083011489,162.251556106133
Barbados,BRB,1992,7519.20143544898,432.646419592943
Bhutan,BTN,1992,415.791522568451,44.3046348801914
Botswana,BWA,1992,3004.61263362306,247.537197403198
Central African Republic,CAF,1992,461.587303490896,7.73118856968458
Canada,CAN,1992,20950.3305287651,1782.25465521258
Central Europe and the Baltics,CEB,1992,2316.71496981098,595.848345014907
Switzerland,CHE,1992,40713.6881521435,725.766336806182
Chile,CHL,1992,3351.84108855522,277.141017626704
China,CHN,1992,367.822651903542,260.618633694382
Cote d'Ivoire,CIV,1992,844.902223806738,43.7891192071844
Cameroon,CMR,1992,1005.44897647465,36.1930925523594
"Congo, Dem. Rep.",COD,1992,209.726548794417,8.68820415286839
"Congo, Dem. Rep.",COD,1992,209.726548794417,0.0745360019701547
Colombia,COL,1992,1730.39091795329,198.563154580535
Comoros,COM,1992,938.595399659213,17.8582397853375
Costa Rica,CRI,1992,2612.38756453737,135.860259472642
Caribbean small states,CSS,1992,3842.68138532177,501.484739790173
Cuba,CUB,1992,2047.67900346421,307.999641979463
Cyprus,CYP,1992,11310.072265625,770.426398446144
Germany,DEU,1992,26559.8543879632,1272.61964578756
Djibouti,DJI,1992,763.659214503152,66.287514122584
Dominica,DMA,1992,3376.26050139573,96.5664924270951
Denmark,DNK,1992,29579.4913648682,1215.45504187005
Dominican Republic,DOM,1992,1558.29782071075,166.673969270309
Algeria,DZA,1992,1802.69300801289,335.84534956423
Early-demographic dividend,EAR,1992,1032.31298955358,89.611410815131
Ecuador,ECU,1992,1655.44613192632,229.734632925481
Euro area,EMU,1992,21178.5256358016,922.751235250053
Eritrea,ERI,1992,265.240962963337,4.05945209197119
Spain,ESP,1992,16100.6799428032,686.610759029204
Ethiopia,ETH,1992,207.406400863847,6.0088443949022
European Union,EUU,1992,17470.0648653893,774.408294403253
Fragile and conflict affected situations,FCS,1992,673.979682139604,71.7096061420518
Finland,FIN,1992,22320.1124695857,1104.95065159042
Fiji,FJI,1992,1951.25592930351,112.989219066392
France,FRA,1992,23615.0168565483,732.738658444817
Gabon,GAB,1992,5385.68811745078,429.663275888107
United Kingdom,GBR,1992,20487.1707852878,1125.16530384943
Georgia,GEO,1992,757.223548505358,372.39125941294
Ghana,GHA,1992,396.426407640517,27.8404463738875
Guinea,GIN,1992,692.647802662806,18.3070644843747
"Gambia, The",GMB,1992,623.485927783598,22.0941185320575
Guinea-Bissau,GNB,1992,574.32110641811,24.0314861361668
Equatorial Guinea,GNQ,1992,263.733547088944,63.7805722074553
Greece,GRC,1992,11021.012224607,838.111082967444
Grenada,GRD,1992,3052.70018744163,146.500443462084
Greenland,GRL,1992,18768.8275325455,776.274301660294
Guatemala,GTM,1992,1096.45976992698,70.4974343304683
Guyana,GUY,1992,498.156636569954,163.438126377671
High income,HIC,1992,18462.7676067204,1317.54636449378
"Hong Kong SAR, China",HKG,1992,17976.4688629053,544.608148412765
